epoch	loss	psnr	ssim	time_s	lr	crop_mode	crop_size
332	0.001562	31.263605	0.897483	0.84	0.00005111	progressive	192x384
333	0.001471	31.063673	0.896163	0.84	0.00005057	progressive	192x384
334	0.001564	31.122490	0.895614	0.84	0.00005003	progressive	192x384
335	0.001494	31.612928	0.894822	0.84	0.00004949	progressive	192x384
336	0.001425	31.132458	0.894592	0.84	0.00004895	progressive	192x384
337	0.001563	31.267747	0.897040	0.85	0.00004842	progressive	192x384
338	0.001554	31.575403	0.897534	0.85	0.00004789	progressive	192x384
339	0.001570	31.964005	0.898484	0.84	0.00004735	progressive	192x384
340	0.001454	31.141899	0.895034	0.85	0.00004683	progressive	192x384
341	0.001543	30.987227	0.896034	0.84	0.00004630	progressive	192x384
342	0.001500	31.517048	0.898047	0.85	0.00004578	progressive	192x384
343	0.001451	31.450055	0.896989	0.84	0.00004525	progressive	192x384
344	0.001376	30.969286	0.897189	0.84	0.00004473	progressive	192x384
345	0.001494	31.023587	0.894842	0.84	0.00004422	progressive	192x384
346	0.001422	31.500965	0.897404	0.84	0.00004370	progressive	192x384
347	0.001452	31.310850	0.896642	0.84	0.00004319	progressive	192x384
348	0.001535	31.679864	0.898568	0.84	0.00004268	progressive	192x384
349	0.001511	31.774290	0.897178	0.84	0.00004217	progressive	192x384
350	0.001371	31.072394	0.897137	0.97	0.00004166	progressive	384x768
351	0.001499	30.688154	0.896124	0.85	0.00004116	progressive	384x768
352	0.001516	30.816938	0.894544	0.84	0.00004066	progressive	384x768
353	0.001412	31.554474	0.895706	0.84	0.00004016	progressive	384x768
354	0.001401	31.284083	0.897712	0.84	0.00003966	progressive	384x768
355	0.001512	31.545640	0.896335	0.85	0.00003916	progressive	384x768
356	0.001518	31.927722	0.899179	0.83	0.00003867	progressive	384x768
357	0.001503	30.333051	0.894117	0.84	0.00003818	progressive	384x768
358	0.001549	31.476389	0.896158	0.83	0.00003770	progressive	384x768
359	0.001603	31.177311	0.893874	0.83	0.00003721	progressive	384x768
360	0.001532	31.444519	0.894613	0.83	0.00003673	progressive	384x768
361	0.001527	29.916737	0.895619	0.83	0.00003625	progressive	384x768
362	0.001483	31.346209	0.896308	0.85	0.00003577	progressive	384x768
363	0.001456	31.410852	0.896918	0.84	0.00003530	progressive	384x768
364	0.001403	30.900128	0.894377	0.84	0.00003483	progressive	384x768
365	0.001567	31.775211	0.897001	0.84	0.00003436	progressive	384x768
366	0.001459	31.300801	0.896598	0.83	0.00003389	progressive	384x768
367	0.001452	31.414404	0.894970	0.85	0.00003343	progressive	384x768
368	0.001578	31.110470	0.896134	0.83	0.00003297	progressive	384x768
369	0.001438	31.635600	0.896363	0.83	0.00003251	progressive	384x768
370	0.001502	31.019918	0.895143	0.84	0.00003205	progressive	384x768
371	0.001468	31.290485	0.893462	0.84	0.00003160	progressive	384x768
372	0.001391	31.333282	0.896035	0.83	0.00003115	progressive	384x768
373	0.001382	31.608374	0.896140	0.84	0.00003070	progressive	384x768
374	0.001402	31.731363	0.898179	0.84	0.00003025	progressive	384x768
375	0.001377	31.890885	0.898661	0.86	0.00002981	progressive	384x768
376	0.001429	31.483626	0.897880	0.85	0.00002937	progressive	384x768
377	0.001430	31.337957	0.895346	0.84	0.00002894	progressive	384x768
378	0.001407	31.380469	0.895957	0.83	0.00002850	progressive	384x768
379	0.001401	31.513244	0.897568	0.83	0.00002807	progressive	384x768
380	0.001480	31.513285	0.895083	0.83	0.00002764	progressive	384x768
381	0.001480	30.939760	0.892941	0.83	0.00002722	progressive	384x768
382	0.001362	31.530938	0.894953	0.83	0.00002680	progressive	384x768
383	0.001381	30.555286	0.897097	0.83	0.00002638	progressive	384x768
384	0.001367	31.047561	0.895510	0.84	0.00002596	progressive	384x768
385	0.001513	31.387770	0.897025	0.85	0.00002555	progressive	384x768
386	0.001391	31.365016	0.897219	0.83	0.00002514	progressive	384x768
387	0.001389	31.270161	0.897846	0.85	0.00002473	progressive	384x768
388	0.001372	31.885106	0.898210	0.84	0.00002432	progressive	384x768
389	0.001530	31.182957	0.896805	0.84	0.00002392	progressive	384x768
390	0.001410	31.616037	0.896875	0.85	0.00002352	progressive	384x768
391	0.001321	31.030187	0.896749	0.85	0.00002313	progressive	384x768
392	0.001391	31.559029	0.896005	0.84	0.00002274	progressive	384x768
393	0.001437	31.738360	0.895336	0.84	0.00002235	progressive	384x768
